Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_H,Type_L,Type_M
-0.7855591411010587,-1.2044183998498297,-0.3730211996228372,0.7555643432467719,1.7070008123594842,0,0,0,0,0,0,False,True,False
-0.8358752834176545,-1.2717451425453266,0.5200984893532251,-0.569122105429689,-1.6975337647406286,0,0,0,0,0,0,False,True,False
-0.7855591411010587,-1.2044183998498297,-0.3963199741178649,0.38695594013679985,-1.6657156845808145,0,0,0,0,0,0,False,False,True
-0.7352429987844343,-1.1370916571542944,-0.6137752027381236,0.36391791494242715,-1.6179885643410934,0,0,0,0,0,0,False,False,True
-0.7352429987844343,-1.0697649144587975,1.661738439609583,-1.6634283021624177,-1.570261444101372,0,0,0,0,0,0,False,True,False
-0.7855591411010587,-1.2044183998498297,0.7220212016434653,-0.9031734707481007,-1.538443363941558,0,0,0,0,0,0,True,False,False
-0.7855591411010587,-1.1370916571542944,-0.4739825557679573,0.28328482676212047,-1.4588981635420226,0,0,0,0,0,0,True,False,False
-0.7855591411010587,-1.1370916571542944,-1.5612586988692505,2.149364867506353,-1.3475348829826732,0,0,0,0,0,0,False,True,False
-0.7855591411010587,-1.2044183998498297,0.7064886853134468,-0.6267171684156221,-1.315716802822859,0,0,0,0,0,0,False,False,True
-0.886191425734279,-1.2717451425453266,-0.4429175231079203,1.1932868219398631,-1.2679896825831378,0,0,0,0,0,0,False,True,False
-0.886191425734279,-1.3390718852408618,0.5589297801782712,-0.7764643321790478,-1.1884444821836024,0,0,0,0,0,0,False,False,True
-0.886191425734279,-1.2717451425453266,-1.6544537968493613,2.0572127667288593,-1.1407173619438813,0,0,0,0,0,0,False,True,False
-0.886191425734279,-1.2717451425453266,-1.0642181763086593,0.35239890234524035,-1.108899281784067,0,0,0,0,0,0,False,True,False
-0.886191425734279,-1.2717451425453266,0.7686187506335207,-0.6612742062071816,-1.077081201624253,0,0,0,0,0,0,False,True,False
-0.886191425734279,-1.2044183998498297,-0.6448402353981605,1.124172746356744,-1.0134450413046248,0,0,0,0,0,0,False,True,False
-0.886191425734279,-1.1370916571542944,-1.6699863131793797,1.078096695967997,-0.9816269611448105,0,0,0,0,0,0,False,True,False
-0.886191425734279,-1.1370916571542944,-0.34195616696280023,1.0896157085651836,-0.9498088809849964,0,0,0,0,0,0,False,True,False
-0.886191425734279,-1.1370916571542944,2.3684679326254234,-1.8707705289117769,-0.9179908008251823,0,0,0,0,0,0,True,False,False
-0.9365075680508748,-1.2044183998498297,-1.3748685029090288,0.8822734818158249,-0.838445600425647,0,0,0,0,0,0,False,False,True
-0.9365075680508748,-1.2044183998498297,-0.26429358531270786,0.029866549624015405,-0.7907184801859257,0,0,0,0,0,0,False,True,False
-0.886191425734279,-1.2044183998498297,1.1491654007189733,-1.133553722691833,-0.7589004000261116,0,0,0,0,0,0,False,True,False
-0.886191425734279,-1.2044183998498297,-0.5671776537480682,-0.25810876530565,-0.7270823198662975,0,0,0,0,0,0,False,True,False
-0.9365075680508748,-1.1370916571542944,-1.6932850876744074,1.7922754769935674,-0.6952642397064833,0,0,0,0,0,0,False,True,False
-0.886191425734279,-1.0697649144587975,-1.087516950803687,0.30632285195649406,-0.6634461595466692,0,0,0,0,0,0,False,True,False
-0.8358752834176545,-1.0024381717632622,0.6754236526534099,-0.7879833447762346,-0.6316280793868551,0,0,0,0,0,0,False,True,False
-0.8358752834176545,-1.0697649144587975,0.15508435559779093,0.34087988974805356,-0.5998099992270409,0,0,0,0,0,0,False,False,True
-0.886191425734279,-1.0697649144587975,-0.3264236506327818,1.0896157085651836,-0.5520828789873197,0,0,0,0,0,0,False,True,False
-0.886191425734279,-1.0697649144587975,1.141399142553964,-0.6727932188043684,-0.5202647988275055,0,0,0,0,0,0,False,True,False
-0.886191425734279,-1.0697649144587975,-0.9399580456685115,1.3084769479117293,-0.4884467186676914,0,0,0,0,0,0,True,False,False
-0.886191425734279,-1.0697649144587975,1.2345942405340748,-0.6727932188043684,-0.4089015182681561,0,0,0,0,0,0,True,False,False
-0.8358752834176545,-1.0024381717632622,-0.5128138465930034,0.28328482676212047,-0.28162919762889954,0,0,0,0,0,0,False,True,False
-0.8358752834176545,-0.9351114290677269,-0.6759052680581974,1.0435396581764373,-0.24981111746908538,0,0,0,0,0,0,True,False,False
-0.7855591411010587,-0.9351114290677269,0.06188925761768008,0.052904574818388145,-0.17026591706955002,0,0,0,0,0,0,False,False,True
-0.7855591411010587,-0.8677846863722299,0.5356310056832435,-0.6267171684156221,-0.12253879682982882,0,0,0,0,0,0,False,True,False
-0.7855591411010587,-0.9351114290677269,-0.6681390098931882,0.7670833558439587,-0.09072071667001469,0,0,0,0,0,0,False,True,False
-0.7855591411010587,-0.9351114290677269,0.6987224271484376,-0.6267171684156221,-0.05890263651020055,0,0,0,0,0,0,False,True,False
-0.8358752834176545,-1.0024381717632622,0.4346696495381235,0.08746161260994849,-0.027084556350386414,0,0,0,0,0,0,False,True,False
-0.7855591411010587,-1.0024381717632622,0.9084113976036869,-0.5460840802353154,0.004733523809427725,0,0,0,0,0,0,False,False,True
-0.7855591411010587,-1.0024381717632622,-0.2254622944876617,-0.29266580309721035,0.052460644049148936,0,0,0,0,0,0,False,True,False
-0.7855591411010587,-1.0024381717632622,1.723868504929657,-0.880135445553728,0.08427872420896307,0,0,0,0,0,0,False,True,False
-0.7352429987844343,-0.9351114290677269,-1.3593359865790102,1.4467050990779688,0.1160968043687772,0,0,0,0,0,0,False,False,True
-0.7352429987844343,-0.8677846863722299,0.6987224271484376,-0.5921601306240626,0.16382392460849843,0,0,0,0,0,0,False,True,False
-0.7855591411010587,-0.9351114290677269,0.5589297801782712,-0.4308939542634493,0.24336912500803376,0,0,0,0,0,0,False,True,False
-0.7855591411010587,-0.9351114290677269,-0.3264236506327818,0.40999396533117344,0.2751872051678479,0,0,0,0,0,0,False,True,False
-0.7855591411010587,-0.8677846863722299,0.030824224957643132,-0.5000080298465691,0.307005285327662,0,0,0,0,0,0,False,True,False
-0.7352429987844343,-0.8677846863722299,0.4346696495381235,-0.753426306984675,0.33882336548747616,0,0,0,0,0,0,False,True,False
-0.7855591411010587,-0.8677846863722299,-1.3593359865790102,1.4351860864807822,0.3706414456472903,0,0,0,0,0,0,True,False,False
-0.7855591411010587,-0.8677846863722299,-1.0331531436486223,0.5136650787058528,0.4501866460468257,0,0,0,0,0,0,False,True,False
-0.8358752834176545,-0.9351114290677269,0.5433972638482528,-0.38481790387470294,0.4820047262066398,0,0,0,0,0,0,False,False,True
-0.8358752834176545,-0.9351114290677269,0.22498067908287406,-0.016209500764731717,0.529731846446361,0,0,0,0,0,0,False,True,False
-0.8358752834176545,-0.9351114290677269,-0.15556597100257855,-0.24658975270846406,0.5615499266061751,0,0,0,0,0,0,False,True,False
-0.8358752834176545,-1.0024381717632622,1.1258666262239456,-1.018363596719967,0.5933680067659893,0,0,0,0,0,0,False,True,False
-0.8358752834176545,-0.9351114290677269,-0.5594113955830589,-0.2696277779028368,0.6251860869258035,0,0,0,0,0,0,False,True,False
-0.8358752834176545,-1.0024381717632622,-0.660372751728179,0.6634122424692793,0.6570041670856176,0,0,0,0,0,0,False,False,True
-0.8358752834176545,-1.0024381717632622,-0.8001653986983452,1.4121480612864095,0.7047312873253387,0,0,0,0,0,0,False,True,False
-0.7855591411010587,-1.0024381717632622,2.391766707120451,-1.85925151631459,0.7365493674851529,0,0,0,0,0,0,True,False,False
-0.7855591411010587,-0.9351114290677269,-1.6699863131793797,0.5251840913030396,0.8160945678846883,0,0,0,0,0,0,False,True,False
